ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20041118,3049414930301.0,767889338573.0,507534105296.0,127577527782.0,121867217796.0,0.9,0.94,30.91,22.99,2.27
000001.SH,20041119,3077131351649.0,773983225453.0,507534105296.0,127577527782.0,121867217796.0,1.1,1.15,31.19,23.2,2.29
000001.SH,20041122,3081740542442.0,778627999276.0,507534105296.0,127577527782.0,121867217796.0,1.3,1.36,31.24,23.23,2.29
000001.SH,20041123,3054153916733.0,773971559527.0,507534105296.0,127577527782.0,121867217796.0,1.27,1.33,30.96,23.03,2.27
000001.SH,20041124,3027133115503.0,765992910479.0,507534105296.0,127577527782.0,121867217796.0,1.27,1.33,30.68,22.82,2.25
000001.SH,20041125,3026650924041.0,764548966359.0,507772550060.0,127699895622.0,121989585636.0,1.04,1.09,30.7,22.82,2.25
000001.SH,20041126,3030092930929.0,766351025957.0,508630729416.0,128008551952.0,122109585636.0,0.81,0.85,30.92,22.86,2.25
000001.SH,20041129,2986862441888.0,755665246707.0,508630729416.0,128008551952.0,122109585636.0,0.78,0.82,30.48,22.54,2.22
000001.SH,20041130,2994203444311.0,758025520804.0,508630729416.0,128008551952.0,122109585636.0,0.72,0.75,30.55,22.59,2.23
000001.SH,20041201,2980581310598.0,755814690123.0,508630729416.0,128008551952.0,122109585636.0,0.74,0.78,30.42,22.49,2.22
000001.SH,20041202,2975362601820.0,756906351724.0,508630729416.0,128008551952.0,122109585636.0,0.99,1.04,30.36,22.45,2.21
000001.SH,20041203,2983049854686.0,759880876841.0,508839709416.0,128008551952.0,122109585636.0,1.05,1.1,30.44,22.51,2.22
000001.SH,20041206,2989032167389.0,761850653339.0,509047709416.0,128158131952.0,122109585636.0,0.82,0.86,30.5,22.55,2.22
000001.SH,20041207,2954163061351.0,751608722568.0,509047709416.0,128158131952.0,122109585636.0,0.79,0.83,30.15,22.29,2.2
000001.SH,20041208,2959684087027.0,753378829582.0,509047709416.0,128158131952.0,122109585636.0,0.66,0.7,30.2,22.33,2.2
000001.SH,20041209,2987955996070.0,759162777375.0,509047709416.0,128158131952.0,122109585636.0,1.18,1.24,30.49,22.54,2.22
000001.SH,20041210,2942530881832.0,744653853140.0,509047709416.0,128158131952.0,122109585636.0,0.86,0.9,30.03,22.2,2.19
000001.SH,20041213,2926363614612.0,738721628609.0,509195614414.0,128167257468.0,122118711152.0,0.66,0.69,29.87,22.08,2.17
000001.SH,20041214,2921877688550.0,737161385478.0,509195614414.0,128167257468.0,122118711152.0,0.62,0.65,29.83,22.04,2.17
000001.SH,20041215,2935984436426.0,737837908968.0,509195614414.0,128167257468.0,122118711152.0,0.88,0.93,29.97,22.15,2.18
000001.SH,20041216,2919590945704.0,733698619648.0,509546648913.0,128346091967.0,122198711152.0,0.7,0.74,29.84,22.04,2.17
000001.SH,20041217,2886167606034.0,726648280530.0,509546648913.0,128346091967.0,122198711152.0,0.59,0.62,29.49,21.79,2.14
000001.SH,20041220,2852598371322.0,718231709019.0,509546648913.0,128346091967.0,122198711152.0,0.62,0.65,29.15,21.53,2.12
000001.SH,20041221,2851490906109.0,718664699856.0,509697065319.0,128392592447.0,122245211632.0,0.54,0.57,29.27,21.58,2.12
000001.SH,20041222,2923007746593.0,738228212479.0,509697065319.0,128392592447.0,122245211632.0,1.03,1.08,30.0,22.12,2.17
000001.SH,20041223,2867147518451.0,723801667854.0,509697065319.0,128392592447.0,122245211632.0,0.65,0.69,29.43,21.7,2.13
000001.SH,20041224,2872624721936.0,725218792569.0,509697065319.0,128392592447.0,122245211632.0,0.56,0.58,29.49,21.74,2.13
000001.SH,20041227,2861778722478.0,722560735115.0,509697065319.0,128392592447.0,122245211632.0,0.56,0.59,29.38,21.66,2.13
000001.SH,20041228,2860239616773.0,721798570212.0,509878746039.0,128489253167.0,122321261632.0,0.6,0.63,29.5,21.69,2.12
000001.SH,20041229,2849810499476.0,718054500524.0,509878746039.0,128489253167.0,122321261632.0,0.68,0.71,29.39,21.61,2.12
000001.SH,20041230,2849726246477.0,716498160440.0,509878746039.0,128489253167.0,122321261632.0,0.68,0.72,29.39,21.61,2.12
000001.SH,20041231,2833595545641.0,711474510895.0,509585541152.0,128523439786.0,122321261632.0,0.64,0.67,29.22,21.49,2.1
000001.SH,20050104,2778648940501.0,700571878598.0,509585541152.0,128523439786.0,122321261632.0,0.63,0.66,28.66,21.07,2.06
000001.SH,20050105,2796570049861.0,708913076004.0,509593415749.0,128531314383.0,122321261632.0,0.67,0.7,28.84,21.2,2.08
000001.SH,20050106,2768656405153.0,703535918671.0,509697182792.0,128635081426.0,122321261632.0,0.61,0.64,28.55,20.99,2.05
000001.SH,20050107,2780700363655.0,705473594629.0,509697182792.0,128635081426.0,122321261632.0,0.68,0.72,28.68,21.08,2.06
000001.SH,20050110,2795547199334.0,711684206675.0,509410543352.0,128530366426.0,122216546632.0,0.56,0.59,28.79,21.16,2.08
000001.SH,20050111,2807031046557.0,714312298408.0,509410543352.0,128530366426.0,122216546632.0,0.59,0.62,28.91,21.25,2.08
000001.SH,20050112,2806146837368.0,713843514811.0,509410543352.0,128530366426.0,122216546632.0,0.52,0.55,28.9,21.24,2.08
000001.SH,20050113,2804475909034.0,714564641111.0,509410543352.0,128530366426.0,122216546632.0,0.68,0.71,28.88,21.23,2.08
000001.SH,20050114,2780586968390.0,707773569949.0,509410543352.0,128530366426.0,122216546632.0,0.76,0.8,28.63,21.05,2.06
000001.SH,20050117,2715572784005.0,692431387154.0,509410543352.0,128530366426.0,122216546632.0,0.77,0.81,27.95,20.55,2.02
000001.SH,20050118,2733963912965.0,699119441719.0,509410543352.0,128530366426.0,122216546632.0,0.79,0.83,28.13,20.69,2.03
000001.SH,20050119,2717662417618.0,694717345034.0,509410543352.0,128530366426.0,122216546632.0,0.72,0.76,27.95,20.57,2.02
000001.SH,20050120,2686195210293.0,686234415426.0,509410543352.0,128530366426.0,122216546632.0,0.79,0.84,27.56,20.31,1.99
000001.SH,20050121,2752836822715.0,702399251291.0,509475543352.0,128595366426.0,122216546632.0,1.31,1.38,28.24,20.81,2.04
000001.SH,20050124,2800895011576.0,714130898467.0,509475543352.0,128595366426.0,122216546632.0,1.39,1.46,28.72,21.17,2.08
000001.SH,20050125,2799334199244.0,711339366500.0,509475543352.0,128595366426.0,122216546632.0,0.91,0.96,28.69,21.16,2.08
000001.SH,20050126,2771474553180.0,704659069195.0,509475543352.0,128595366426.0,122216546632.0,0.74,0.78,28.4,20.95,2.06
000001.SH,20050127,2736973262132.0,694081415545.0,509520543352.0,128640366426.0,122216546632.0,0.73,0.76,28.05,20.68,2.03
000001.SH,20050128,2709366757800.0,686851821892.0,509520543352.0,128640366426.0,122246546632.0,0.63,0.66,27.77,20.47,2.01
000001.SH,20050131,2661131098828.0,672628372277.0,509343037966.0,128599453340.0,122192241246.0,0.7,0.73,26.9,20.02,1.97
000001.SH,20050201,2655374452858.0,669932301910.0,509370037966.0,128626453340.0,122352084672.0,0.71,0.75,26.68,19.97,1.97
000001.SH,20050202,2797794978040.0,705675865340.0,509370037966.0,128626453340.0,122352084672.0,1.46,1.54,28.12,21.04,2.07
000001.SH,20050203,2794209986263.0,696061868007.0,515391122166.0,128910953340.0,122636584672.0,1.57,1.65,27.75,20.85,2.05
000001.SH,20050204,2853914621692.0,711949555315.0,515511122166.0,129030953340.0,122735419171.0,1.3,1.37,27.77,21.14,2.1
000001.SH,20050216,2877211471273.0,717116317470.0,515511122166.0,129030953340.0,122735419171.0,1.11,1.16,27.88,21.29,2.11
000001.SH,20050217,2870359967693.0,717472991078.0,515511122166.0,129030953340.0,122735419171.0,0.86,0.91,27.81,21.22,2.11
000001.SH,20050218,2831691950434.0,707537030388.0,515511122166.0,129030953340.0,122735419171.0,0.82,0.86,27.44,20.92,2.08
000001.SH,20050221,2889654815016.0,721077880035.0,515511122166.0,129030953340.0,122735419171.0,0.96,1.01,28.08,21.32,2.12
000001.SH,20050222,2944324675661.0,736842178691.0,515511122166.0,129030953340.0,122735419171.0,1.72,1.81,28.59,21.62,2.16
000001.SH,20050223,2943797980486.0,738297772825.0,515511122166.0,129030953340.0,122735419171.0,1.85,1.95,28.56,21.61,2.16
000001.SH,20050224,2943829224358.0,740607059502.0,515511122166.0,129030953340.0,122735420410.0,1.55,1.63,28.38,21.59,2.16
000001.SH,20050225,2950277406808.0,741612998869.0,515511122166.0,129030953340.0,122805823326.0,1.84,1.93,28.45,21.65,2.16
000001.SH,20050228,2937500658699.0,737345909575.0,515511122166.0,129030953340.0,122805823326.0,1.35,1.42,28.26,21.53,2.17
000001.SH,20050301,2931291444486.0,735784771790.0,515511122166.0,129030953340.0,122816964459.0,1.07,1.12,27.93,21.44,2.16
000001.SH,20050302,2895978049832.0,725665709391.0,515511122166.0,129030953340.0,122816964459.0,1.43,1.5,27.35,21.13,2.13
000001.SH,20050303,2910015676200.0,729857324367.0,515511122166.0,129030953340.0,122817875383.0,0.97,1.02,27.43,21.24,2.14
000001.SH,20050304,2895111143927.0,725776402673.0,515511122166.0,129030953340.0,122917875383.0,0.84,0.89,27.26,21.12,2.13
000001.SH,20050307,2908442489248.0,729198316022.0,515511122166.0,129030953340.0,122917875383.0,0.82,0.86,27.31,21.18,2.14
000001.SH,20050308,2964015184321.0,743105181534.0,515511122166.0,129030953340.0,122935875383.0,1.37,1.44,27.55,21.54,2.18
000001.SH,20050309,2960307163707.0,742376602446.0,515511122166.0,129030953340.0,122995875383.0,1.57,1.65,27.5,21.51,2.18
000001.SH,20050310,2891299547507.0,725030135603.0,515511122166.0,129030953340.0,122995875383.0,1.37,1.43,26.75,21.01,2.13
000001.SH,20050311,2899016660272.0,728590513634.0,515511122166.0,129030953340.0,122995875383.0,1.15,1.2,26.65,21.04,2.13
000001.SH,20050314,2907392354389.0,729127745206.0,515511122166.0,129030953340.0,122995875383.0,1.43,1.5,26.66,21.09,2.14
000001.SH,20050315,2851110504850.0,717609441042.0,515511122166.0,129030953340.0,123035000183.0,1.2,1.26,25.5,20.62,2.09
000001.SH,20050316,2819519645536.0,710307463270.0,515511122166.0,129030953340.0,123057566045.0,1.05,1.1,25.2,20.4,2.07
000001.SH,20050317,2792424183286.0,702709001953.0,515511122166.0,129030953340.0,123057566045.0,0.98,1.03,24.89,20.17,2.05
000001.SH,20050318,2757527704723.0,691736873217.0,515511122166.0,129030953340.0,123183731031.0,0.95,0.99,24.42,19.88,2.01
000001.SH,20050321,2765841385982.0,692697176807.0,515511122166.0,129030953340.0,123240931031.0,0.75,0.79,24.58,19.98,2.01
000001.SH,20050322,2712240071295.0,676750251644.0,515594622166.0,129030953340.0,123270816013.0,1.11,1.17,23.94,19.58,1.97
000001.SH,20050323,2700086240623.0,674902576746.0,515594622166.0,129060953340.0,123270816013.0,1.03,1.07,23.75,19.52,1.96
000001.SH,20050324,2713344538280.0,679489225823.0,515770512166.0,129060953340.0,123550603841.0,0.88,0.91,23.31,19.49,1.97
000001.SH,20050325,2708380274028.0,678081630277.0,515770512166.0,129168473340.0,123642845503.0,0.73,0.76,23.27,19.52,1.97
000001.SH,20050328,2695277826855.0,674874302622.0,515825512166.0,129168473340.0,123646115357.0,0.69,0.72,23.03,19.42,1.96
000001.SH,20050329,2684716578040.0,670928741352.0,515825512166.0,129187223340.0,124682008172.0,0.7,0.73,19.93,18.68,1.93
000001.SH,20050330,2636386018236.0,655347982286.0,515825512166.0,129187223340.0,124738587686.0,0.87,0.9,19.41,18.32,1.9
000001.SH,20050331,2657184090669.0,659394819917.0,515825512166.0,129253924421.0,124881767686.0,0.79,0.82,19.33,18.4,1.91
000001.SH,20050401,2752334008303.0,682053390598.0,516023448786.0,129256021041.0,124959767686.0,1.49,1.54,19.99,19.05,1.98
000001.SH,20050404,2706799172377.0,670932830435.0,516071571360.0,129369423615.0,124959767686.0,1.05,1.09,19.62,18.71,1.95
000001.SH,20050405,2681254792184.0,665152987005.0,516071572750.0,129369425005.0,124959767686.0,0.88,0.91,19.44,18.54,1.93
000001.SH,20050406,2734571872978.0,677173994429.0,516071572750.0,129369425005.0,125037756574.0,1.27,1.31,19.82,18.92,1.97
000001.SH,20050407,2757315300998.0,685855895423.0,516071572750.0,129369425005.0,125037756574.0,1.84,1.9,19.99,19.08,1.98
000001.SH,20050408,2810223481369.0,698088320312.0,516159142750.0,129369425005.0,125069540074.0,1.35,1.4,20.28,19.37,2.02
000001.SH,20050411,2793292727152.0,694461739591.0,516303642750.0,129405425005.0,125183820869.0,1.47,1.52,20.16,19.26,2.01
000001.SH,20050412,2748390763511.0,682389619900.0,516719861928.0,129507325005.0,125234739080.0,0.99,1.03,19.88,18.96,1.97
000001.SH,20050413,2812723174110.0,698613688209.0,516719861928.0,129507325005.0,125234739215.0,1.49,1.54,20.15,19.49,2.02
000001.SH,20050414,2781626173589.0,689079020702.0,516719861928.0,129507325005.0,125335459213.0,1.19,1.23,19.89,19.24,2.0
000001.SH,20050415,2743243057557.0,677524716857.0,516812703711.0,129507326600.0,125335459213.0,1.09,1.12,19.64,18.94,1.97
000001.SH,20050418,2697982263966.0,666732516025.0,518006736398.0,129537326600.0,125354209213.0,0.89,0.92,19.93,19.27,1.94
000001.SH,20050419,2702876960922.0,669996297132.0,518068262046.0,129913992853.0,125354209213.0,0.83,0.86,19.91,19.25,1.94
000001.SH,20050420,2669023476697.0,659198908421.0,518068262046.0,129956168267.0,125361893497.0,0.85,0.88,19.9,19.01,1.92
000001.SH,20050421,2642953238010.0,651715094566.0,518068262046.0,129956168267.0,125361893497.0,1.01,1.05,19.72,18.85,1.9
000001.SH,20050422,2636432976072.0,647666717747.0,518122262046.0,129956168267.0,125461370653.0,1.03,1.07,19.49,18.77,1.89
000001.SH,20050425,2611213295830.0,639576173514.0,518124379646.0,129977185867.0,125551803946.0,1.03,1.07,19.45,18.67,1.87
000001.SH,20050426,2626139435782.0,646015217745.0,518222379646.0,129977185867.0,125552682946.0,1.06,1.1,18.98,18.87,1.88
000001.SH,20050427,2589457610071.0,637602513880.0,518222379646.0,130006185867.0,125495779484.0,1.02,1.06,18.75,18.63,1.85
000001.SH,20050428,2635591810082.0,649494062008.0,518358580256.0,130006186477.0,125476210850.0,1.31,1.36,19.24,19.05,1.88
000001.SH,20050429,2612712077955.0,641971141397.0,518851526431.0,130025076777.0,125628730850.0,1.06,1.1,19.19,19.03,1.85
000001.SH,20050509,2576797366909.0,635131083613.0,524701757681.0,132323323463.0,126015694188.0,0.81,0.85,19.37,18.9,1.79
000001.SH,20050510,2588738922479.0,637580133036.0,524701757681.0,132461145863.0,126015694188.0,0.98,1.03,19.46,18.99,1.8
000001.SH,20050511,2562467066780.0,630393125676.0,525388158356.0,132461146538.0,126015694188.0,0.82,0.86,19.27,18.79,1.78
000001.SH,20050512,2515180327926.0,622251757039.0,525520158356.0,132638146538.0,126015694188.0,0.92,0.97,18.91,18.45,1.75
000001.SH,20050513,2522391564345.0,625789263426.0,525520158356.0,132680266538.0,126015694188.0,1.01,1.06,18.97,18.5,1.75
000001.SH,20050516,2492705714525.0,617695557070.0,524811174746.0,132212266648.0,125547694298.0,0.77,0.81,18.61,18.16,1.73
000001.SH,20050517,2499379864133.0,624107870933.0,524811174746.0,132310160113.0,125547694298.0,0.86,0.91,18.66,18.21,1.73
000001.SH,20050518,2506005290397.0,629353227577.0,524615810264.0,132682475777.0,125520009962.0,0.77,0.82,18.65,18.21,1.74
000001.SH,20050519,2506996002243.0,630237611614.0,524615810264.0,132710675777.0,125520009962.0,0.8,0.84,18.66,18.21,1.74
000001.SH,20050520,2495612062784.0,627401340911.0,523421959153.0,132258597920.0,125091860408.0,0.72,0.76,18.41,17.97,1.73
000001.SH,20050523,2431020084889.0,611131297197.0,523623146017.0,132304517920.0,125091860408.0,0.71,0.75,17.93,17.51,1.69
000001.SH,20050524,2435725442341.0,617161270643.0,523623146017.0,132403764784.0,125091860408.0,0.82,0.87,17.97,17.54,1.7
000001.SH,20050525,2430902935868.0,617395266951.0,523623146017.0,132403764784.0,125091860408.0,0.74,0.78,17.93,17.5,1.69
000001.SH,20050526,2400734438279.0,609355821723.0,523698146017.0,132403764784.0,125091860408.0,0.71,0.75,17.71,17.29,1.67
000001.SH,20050527,2386037979356.0,603668725641.0,524184915217.0,132428764784.0,125091860408.0,0.76,0.8,17.6,17.18,1.66
000001.SH,20050530,2404572487876.0,608128472367.0,524605915217.0,132636034784.0,125091860408.0,0.64,0.68,17.74,17.31,1.68
000001.SH,20050531,2405409212074.0,609095197840.0,524605915217.0,132838034784.0,125091860408.0,0.69,0.73,17.74,17.32,1.68
000001.SH,20050601,2355268274690.0,596648087373.0,524711315217.0,132838034784.0,125091860408.0,0.75,0.8,17.37,16.96,1.64
000001.SH,20050602,2302806612732.0,584546033203.0,524711315217.0,132871734784.0,125091860408.0,0.85,0.9,16.98,16.58,1.61
000001.SH,20050603,2296351694436.0,583679556381.0,524928715511.0,132904134784.0,125091860408.0,0.74,0.78,16.94,16.54,1.6
000001.SH,20050606,2343686511377.0,595771780296.0,524928715511.0,132984134784.0,125091860408.0,0.82,0.87,17.29,16.88,1.64
000001.SH,20050607,2334916852503.0,595320978628.0,525072834161.0,132984134784.0,125091860408.0,1.17,1.24,17.22,16.81,1.64
000001.SH,20050608,2527346442536.0,641939296803.0,525676362507.0,133031263914.0,125091860408.0,2.99,3.18,18.64,18.2,1.77
000001.SH,20050609,2564025250758.0,647606270763.0,525745884107.0,133039249914.0,125091860408.0,3.04,3.23,18.91,18.46,1.8
000001.SH,20050610,2510416972729.0,635434593507.0,525825715191.0,133060530998.0,125091860408.0,2.12,2.26,18.52,18.08,1.76
000001.SH,20050613,2506234242290.0,634079102694.0,525888515191.0,133085530998.0,125091860408.0,1.43,1.52,18.49,18.05,1.77
000001.SH,20050614,2477698661015.0,626094643678.0,526106116057.0,133291209934.0,125091860408.0,1.37,1.46,18.27,17.84,1.75
000001.SH,20050615,2430669629069.0,613377503954.0,526227499150.0,133393479697.0,125091860408.0,1.13,1.21,17.93,17.5,1.71
000001.SH,20050616,2458761848026.0,620999657516.0,526327499150.0,133423479697.0,125091860408.0,1.08,1.15,18.14,17.7,1.74
000001.SH,20050617,2454073754179.0,618639157385.0,527810044929.0,133472175376.0,125091860408.0,1.25,1.33,18.1,17.67,1.73
000001.SH,20050620,2521616227382.0,632603286670.0,531239653908.0,133923432557.0,125091860408.0,1.59,1.71,18.6,18.16,1.78
000001.SH,20050621,2487851170625.0,631636058778.0,531279697727.0,134823465001.0,125091860408.0,1.14,1.23,18.35,17.91,1.76
000001.SH,20050622,2486994868652.0,632900133654.0,532069749156.0,134840230065.0,125091860408.0,0.91,0.98,18.34,17.91,1.76
000001.SH,20050623,2469183775718.0,627600289752.0,532423741156.0,135031563952.0,125091860408.0,0.84,0.91,18.21,17.78,1.75
000001.SH,20050624,2489194437923.0,630958650044.0,532423741156.0,135115563952.0,125091860408.0,0.82,0.88,18.36,17.92,1.77
000001.SH,20050627,2540815748204.0,644571194654.0,532423741156.0,135115563952.0,125091860408.0,1.6,1.73,18.74,18.3,1.81
000001.SH,20050628,2503817612803.0,635438573972.0,532423741156.0,135115563952.0,125091860408.0,0.99,1.07,18.47,18.03,1.78
000001.SH,20050629,2495681869542.0,632411553943.0,532520821656.0,135115563952.0,125091860408.0,0.99,1.07,18.41,17.97,1.77
000001.SH,20050630,2440412485233.0,617883389527.0,532873210281.0,135155809952.0,125091860408.0,1.01,1.1,18.01,17.59,1.74
000001.SH,20050701,2383102723368.0,601892444392.0,532973210281.0,135280009952.0,125091860408.0,1.0,1.08,17.59,17.17,1.7
000001.SH,20050704,2364808327535.0,596712719445.0,533088625210.0,135375421186.0,125091860408.0,0.9,0.97,17.46,17.04,1.68
000001.SH,20050705,2345319608895.0,591271239751.0,533906864958.0,135393421186.0,125091860408.0,0.77,0.83,17.31,16.9,1.67
000001.SH,20050706,2333554638307.0,588011589614.0,533944014434.0,135551494821.0,125091860408.0,0.67,0.73,17.23,16.82,1.66
000001.SH,20050707,2345001660070.0,589185917963.0,534066617235.0,135567112011.0,125091860408.0,0.62,0.68,17.31,16.9,1.67
000001.SH,20050708,2298137224793.0,576770110431.0,534066617235.0,135606412329.0,125091860408.0,0.75,0.82,16.96,16.56,1.64
000001.SH,20050711,2282921422694.0,573507423862.0,534595860882.0,136050588598.0,125091860408.0,0.83,0.9,16.85,16.45,1.62
000001.SH,20050712,2361178052184.0,593488249268.0,534595860882.0,136214703761.0,125091860408.0,1.34,1.46,17.43,17.0,1.68
000001.SH,20050713,2341267060989.0,588658212310.0,534595860882.0,136214703761.0,125091860408.0,0.94,1.02,17.28,16.86,1.67
000001.SH,20050714,2348419271282.0,590040363417.0,534613251482.0,136214703761.0,125091860408.0,0.91,0.99,17.34,16.91,1.67
000001.SH,20050715,2316563514122.0,580892615960.0,534733771482.0,136233590261.0,125092056204.0,0.91,0.99,17.1,16.66,1.65
